starch_mixing_tank23top_ply,pulp_to_mixing_tank23,power_power_station24,recycled_liquid_top_ply,sum_bleached_pulp,flow_after_machine_chest21,steam_pressure_group1,steam_pressure_group2,level_condensate_bucket1,level_condensate_bucket1_valve_position,level_condensate_bucket2_valve_position,steam_group3_pressure,steam_group4under_pressure,steam_pressure4_over,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket2,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,total_starch_paper_machine2,steamflow
33.32,137.87,205.92,1.118,6.1166,2271.1,76.245,170.35,329.33,22.197,23.863,216.5,236.9,236.21,236.27,236.57,236.04,167.88,68.625,9.736,125.89,58.932,15.639
33.419,137.41,205.42,1.118,6.1499,2275,76.297,169.97,325.64,20.918,24.511,215.87,236.46,235.44,236.31,236.18,236.69,167.88,69.375,9.7761,125.62,59.318,15.667
27.828,137.41,206.34,1.118,6.1549,2275.4,75.481,170.26,325.86,20.918,23.498,215.02,234.77,236.07,235.69,234.71,234.98,167.88,70.75,9.7664,126.83,53.454,15.598
28.142,137.56,205.63,1.118,6.1437,2262.9,75.542,170.06,325.86,20.456,23.089,215.22,235.62,236.34,235.44,235.41,235.1,167.88,71.875,9.7189,126.85,53.589,15.867
28.087,137.59,203.89,1.118,6.1437,2251.3,71.492,170.44,323.54,19.3,22.668,211.29,232.13,230.67,231.45,231.47,232.25,167.88,63.875,9.7799,126.85,53.539,15.745
27.852,137.8,204.16,1.118,6.2062,2276.4,71.492,167.82,329.45,20.92,22.17,211.29,228.84,229.29,231.45,231.47,228.63,168.5,62.875,9.7695,125.47,53.608,15.672
27.646,137.85,205.64,1.118,6.2126,2274.1,71.868,169.79,325.71,20.768,23.961,211.33,231.4,231.72,231.88,231.62,231.63,168.38,67.625,9.7659,125.55,53.585,15.611
28.017,137.85,190.2,1.118,6.1792,2277.1,77.219,169.88,331.81,22.458,23.28,219.03,238.17,238.88,238.3,238.56,237.84,168.38,72,9.7427,127.6,53.585,16.089
28.017,137.9,187.99,1.073,6.1828,2265.1,82.681,170.5,319.65,19.879,25.371,222.76,242.41,242.32,242.56,243.15,242.45,170.97,79.25,9.7427,126.82,53.585,15.927
28.026,135.82,188.02,1.118,6.0374,2265.1,87.203,170.56,319.65,22.061,25.581,227.75,247.24,247.22,247.06,247.42,247.69,170.97,80.125,9.7871,127.08,53.585,16.049
28.014,136.93,187.5,1.073,6.2838,2265.8,91.631,169.94,319.13,21.646,24.962,232.35,251.53,251.13,251,251.48,251.69,171.25,83.625,9.7871,127.06,53.588,16.188
27.693,137.7,188.99,1.118,6.156,2274.3,101.27,170.37,325.99,25.579,24.16,246.9,266.94,267.29,266.19,266.83,266.63,172.86,95.06,9.7215,126.58,53.372,16.318
28.121,137.84,189.16,1.118,6.2227,2267.8,100.41,168.7,326.38,24.281,24.141,242.37,261.99,262.48,262.96,262.13,262.27,173,95.228,9.7649,126.54,53.633,16.123
27.852,136.66,187.8,1.118,6.1909,2250.8,99.626,169.84,323.56,24.281,24.141,243.27,263.65,263.21,263.22,263.97,263.05,171.75,95.125,9.7892,126.54,53.561,16.116
27.852,136.79,187.92,1.118,6.1326,2243.6,98.796,169.79,318.63,23.355,24.964,238.61,259.01,259.63,258.96,258.63,258.85,173.25,94.375,9.677,126.54,52.901,16.144
27.577,135.43,187.77,1.118,6.1457,2238.8,100.22,171.32,308.31,32.122,24.441,251.08,271.16,270.82,270.22,270.81,270.99,172.88,94.125,9.7345,125.56,53.254,16.493
27.577,135.89,187.77,1.118,6.1417,2239.9,99.405,170.54,306.87,26.874,24.715,259.66,280.27,285.22,283.24,281.27,289.11,174.38,95.125,9.7239,125.12,52.672,17.415
27.96,135.68,187.54,1.118,6.0655,2227.2,99.286,169.71,340.76,31.031,24.961,246.3,266.05,266.88,266.03,266.26,266.21,172.5,93.875,9.7047,125.88,53.132,16.701
27.741,136.59,186.16,1.118,5.9497,2227.2,100.04,169.22,330.2,25.776,24.961,244.24,264.41,264.45,263.84,264.23,264.34,172.75,93.25,9.6885,125.89,52.98,16.555
27.767,134.08,186.1,1.118,5.9429,2225.5,68.868,168.82,319.81,19.547,22.619,209.35,229.19,228.71,228.88,228.52,228.67,166.75,64.75,9.6424,125.49,52.92,16.004
27.799,134.36,186.68,1.118,6.0161,2214.8,68.868,169.33,321.52,19.883,24.274,209.35,229.19,228.71,240.78,228.52,228.67,169.88,76.875,9.6416,126.47,52.722,15.956
28.691,141.92,188,1.118,6.4938,2358.1,67.953,167.4,317.83,17.465,24.202,207.39,227.38,227.44,226.63,227.35,227.54,164.94,62,10.138,133.71,55.172,17.601
30.019,144.35,187.26,1.2086,6.5588,2381.1,67.537,167.55,328.25,24.779,24.202,207.21,227.21,227.59,227.07,227.18,227.27,164.94,62,10.364,136.26,57.273,17.103
29.996,144.29,188.36,1.2086,6.5538,2379.8,68.061,167.52,321.6,19.936,22.858,208.12,227.53,228.23,227.85,227.26,227.42,164.88,62,10.412,136.07,57.296,17.426
29.922,143.79,188.9,1.2086,6.5538,2379,59.996,160.95,326.79,20.484,22.784,200.85,220.56,220.27,220.34,220.47,220.44,159.88,53.5,10.412,135.64,56.938,16.925
30.039,144.83,186.73,1.2086,6.5757,2403.3,51.101,151.89,323.51,17.123,22.722,191.63,211.81,212.71,211.71,211.67,212.07,148.38,45,10.411,136.74,57.033,16.709
29.766,145.47,189.3,1.2086,6.6385,2411.4,54.145,154.61,321.86,17.985,24.179,194.73,214.08,213.99,214.67,214.27,214.07,150.63,45.125,10.394,135.94,56.955,17.066
29.913,145.46,190,1.2086,6.6088,2406.9,56.127,157.02,328.39,20.295,24.164,197.6,216.98,217.07,217.1,216.94,216.96,153,49.375,10.39,136.11,57.118,17.147
30.025,146.94,190.26,1.2086,6.5059,2416.2,56.92,156.99,328.39,24.38,26.767,198.13,216.86,216.4,217.62,216.76,216.62,153.68,51,10.418,136.65,57.231,16.768
30.394,152.63,190.76,1.2086,6.717,2503.7,72.347,161.85,328.67,25.37,25.519,203.78,222.62,222.6,222.55,223.11,223.08,160.75,68.375,10.782,142.58,58.109,18.657
31.874,154.94,193.66,1.276,6.9955,2559.5,69.898,159.08,321.73,18.342,25.519,200.62,220.22,220.21,219.91,221.35,220.64,158.72,61.523,11.068,147.55,60.717,17.688
32.266,157.06,192.71,1.3216,7.0626,2585.7,69.003,157.99,319.82,20.2,25.414,198.16,218.26,218.55,218.28,218.79,218.52,155.9,61.375,11.176,149.24,61.251,17.849
33.037,159.29,193.47,1.3287,7.1943,2647.1,68.911,158.46,326.56,24.336,29.777,199.44,218.97,218.75,219.37,218.72,218.51,156.65,62.5,11.112,153.47,60.985,17.781
33.185,160.13,190.63,1.3287,7.1753,2643.4,75.736,165.18,324.86,20.93,27.09,206.44,225.87,225.39,226.52,226.2,225.99,164.88,71,11.113,152.89,61.041,18.037
33.323,160.07,195.2,1.3287,7.1025,2642.8,78.546,167.21,324.04,20.942,27.383,208,227.87,227.75,228.32,227.62,227.91,167.38,71.125,11.045,151.91,61.126,17.714
32.996,160.48,195.58,1.2837,7.0432,2644.1,80.552,169.55,324.09,20.736,26.299,210.42,230.92,230.21,229.84,231.17,230.67,167.5,72.125,11.045,152.7,60.96,18.362
32.612,160.65,192.63,1.2837,7.0132,2649.9,75.996,164.71,324.93,20.536,26.165,205.84,225.56,225.61,225.29,225.17,225.8,164.38,72,11.044,152.59,60.297,18.34
32.872,160.7,192.9,1.2381,7.1872,2651.8,77.98,164.71,324.28,20.536,25.712,208.37,225.56,228.25,225.29,225.17,227.96,166.75,72,11.027,152.84,60.672,18.34
32.842,160.7,193.22,1.3287,6.8739,2663.1,74.062,164.22,323.68,19.62,25.683,205.39,225.14,224.33,225.02,224.99,224.94,162.88,67.25,11.059,154.44,60.535,18.093
32.88,161.03,191.57,1.2837,6.8796,2663.1,84.782,170.43,325.91,21.295,29.757,214.46,234.77,236.02,235.28,234.88,234.91,168.38,74.625,11.059,154.46,60.563,18.093
34.071,161.03,189.1,1.2936,6.9464,2660.3,84.027,169.83,324.29,21.282,26.3,214.1,233.96,233.67,233.06,234.24,234.19,169.25,75,11.053,154.46,62.2,18.088
33.072,160.57,191.02,1.3216,7.1868,2660.4,79.807,169.77,323.2,19.74,26.3,209.96,229.73,228.64,229.81,230.02,229.53,165.45,75,11.067,153.95,60.964,18.037
33.081,160.69,192.17,1.3035,7.185,2660.4,81.6,169.77,322.62,19.495,26.255,210.39,231.01,230.78,230.55,230.68,231.37,170,75.5,11.08,153.37,60.877,17.949
33.161,161.19,191.96,1.3364,6.9672,2638.9,81.6,171.33,329.83,21.834,27.919,210.51,232.15,231.29,230.62,232.06,232.44,168.25,76.875,11.083,152.32,61.131,17.997
32.866,159.91,193.42,1.3364,7.0739,2645.6,81.353,168.67,324.9,21.112,28.123,210.51,232.09,230.56,230.62,231.35,232.38,168.63,74.375,11.057,152.95,60.386,17.997
32.899,160.84,189.71,1.3622,7.1633,2649.7,81.318,168.92,328.66,21.306,27.108,211.43,232.09,231.83,231.32,232.21,232.38,168.61,74.5,11.065,152.88,60.775,18.174
33.126,160.75,190.33,1.3216,7.179,2636.8,82.949,169.93,321.5,19.35,25.308,212.89,233.06,233.13,233.82,233.05,233.21,168.25,74.5,11.049,152.06,60.751,18.105
33.181,159.66,190.2,1.3216,7.2282,2638.1,76.334,166.65,322.12,19.855,24.514,205.76,226.81,226.74,225.59,226.12,226.17,163.88,70.75,11.086,152.15,61.1,17.88
33.173,159.49,190.53,1.3216,6.9171,2641.9,74.196,166.65,324.17,18.438,26.254,203.15,223.57,223.48,223.14,223.21,223.49,161.75,67,11.086,152.23,61.065,17.804
33.173,160.14,191.88,1.3216,6.9256,2641.4,78.883,167,327.42,20.724,25.028,207.78,228.45,228.63,229.02,228.66,228.19,165.68,71.5,11.083,152.25,61.065,18.055
33.193,160.6,189.75,1.3216,6.9256,2646.9,82.665,169.53,327.57,21.431,26.962,207.83,232.28,228.63,232.28,232.13,228.19,169.69,75.75,11.108,151.7,61.09,18.216
32.842,159.03,190.47,1.3216,6.9057,2631.1,77.387,168.01,327.57,20.535,26.676,207.83,227.72,228.62,227.99,227.42,227.67,167.24,72.125,11.092,151.68,60.505,17.837
33.022,159.28,195.7,1.3216,7.0659,2632,76.5,165.74,327.34,20.604,25.663,207.4,226.68,227.12,226.96,227.06,226.51,164.75,72.25,11.078,151.48,60.753,18.137
32.997,168.74,219.62,1.3287,7.6408,2791.5,66.241,156.07,325.34,15.99,19.729,195.48,216.01,216.86,215.31,215.85,215.32,154.66,56.993,10.749,160.44,58.064,19.629
33.384,169.49,213.6,1.3287,7.7341,2800.4,53.927,144.4,321.45,15.1,20.764,184.31,203.77,203.34,204.68,204.2,204.68,143.38,49.25,10.907,157.81,59.288,18.843
33.262,175.15,215.84,1.3364,7.7921,2889.6,57.012,147.15,326.26,20.906,23.65,187.6,207.39,207.06,207.51,207.3,206.99,147.5,49.659,11.017,159.82,59.743,18.809
30.12,175.15,216.52,1.3364,7.7453,2870.6,57.012,147.15,329.51,21.994,23.733,187.6,207.39,207.06,207.51,207.3,206.99,147.5,50,11.054,159.54,54.219,18.809
30.391,175.31,204.04,1.3364,7.9614,2880.7,55.337,145.84,328.61,17.708,20.413,186.04,205.54,205.77,206.62,205.47,205.54,145.25,50,11.064,158.66,54.852,18.64
30.288,173.24,205.18,1.3364,7.8229,2854.8,54.351,144.22,325.69,18.526,22.618,183.65,204.26,203.67,205.24,204.3,204.49,141.38,50.5,11.064,156.2,54.834,18.64
30.28,171.3,207.24,1.3813,7.6307,2818.7,63.677,153.47,324.14,20.671,23.633,193.54,213.54,213.57,212.53,213.46,213.47,150.25,58,11.052,155.44,54.649,18.698
30.352,171.89,202.94,1.4851,7.7257,2811.8,74.034,164.27,324.52,19.344,24.154,204.21,224.09,224.95,224.26,224.21,224.96,162.55,67.809,11.126,154.77,54.968,18.435
30.352,171.55,204.7,1.3364,7.5408,2810.2,92.682,169.97,324.33,21.011,27.059,222.79,242.63,242,242.44,242.53,242.4,171.25,84.125,11.064,155.93,54.846,19.014
30.351,170.65,205.78,1.3364,7.52,2803.7,82.617,169.9,327.12,27.712,26.23,212.7,232.76,233.21,232.72,232.77,232.45,170.5,77.375,11.077,155.38,54.666,18.87
30.229,169.47,201.78,1.3364,7.4921,2786.2,97.106,169.88,327.41,22.254,26.22,226.9,246.83,247.35,246.69,246.71,246.71,170.5,89.5,11.024,153.95,54.591,18.87
30.079,168.54,204.06,1.2907,7.4826,2773,99.458,169.88,326.12,21.72,27.406,228.58,248,249,248.9,248.27,248.13,170.43,92.454,11.057,152.44,54.72,18.782
30.302,166.15,204.46,1.3364,7.5234,2757.4,85.416,169.91,324.67,19.764,25.204,214.92,235.67,234.9,235.44,235.12,235.43,168,78.125,11.046,152.87,54.351,18.001
30.187,166.75,203.38,1.3364,7.3326,2741.1,88.307,170.02,321.54,18.624,23.954,218.06,238.44,238.12,239.39,238.59,239.11,171.63,81.75,11.032,153.29,54.41,17.984
30.397,164.67,203.26,1.3364,7.3706,2734.9,79.241,169.27,326.09,20.542,22.663,208.78,229,229.31,228.38,228.9,229.05,167,73.5,11.021,153.2,54.489,17.909
30.299,165.47,204.02,1.3364,7.2954,2735.8,73.156,163.26,324.72,17.262,22.566,204.1,223.8,222.48,223.3,223.87,223.91,163.13,66.81,11.049,152.55,54.662,17.669
30.298,165.89,201.78,1.3364,7.4124,2748.5,72.954,162.77,328.33,19.863,23.033,202.72,223.01,222.77,223.02,222.89,222.55,159.63,65.75,11.057,151.49,54.825,17.843
30.269,165.89,202.76,1.3364,7.5047,2724.5,70.237,160.58,329.22,20.283,24.468,200.61,220.76,220.63,222.91,220.61,220.65,159,65.5,11.027,150.9,54.813,17.843
30.083,165.97,201.35,1.3364,7.4738,2737,73.483,163.67,323.59,20.283,24.175,203.64,223.9,223.54,222.91,223.64,223.45,164.11,65.5,11.071,149.65,54.619,17.608
30.308,166.18,201.74,1.3364,7.4738,2748.2,74.532,163.94,325.85,20.008,25.907,205.07,224.53,224.12,224.55,224.85,224.56,165.75,70.25,11.067,150.37,54.79,17.598
30.322,165.47,201.03,1.3364,7.4823,2710,76.771,167.17,325.85,20.075,25.078,206.88,227.24,227.17,227.93,227.04,227.5,166.38,70.375,11.049,150.37,54.79,17.6
30.227,164.11,201.64,1.3364,7.4607,2725,72.827,162.95,326.04,20.075,25.396,202.85,222.73,222.06,222.59,222.85,222.64,162.5,66.5,11.037,150.41,54.532,17.6
30.108,166.4,201.64,1.3364,7.4426,2735.4,71.106,161.62,327.44,20.17,24.646,201.47,221.39,221.59,221.14,221.35,221.33,159.38,66.375,11.041,148.7,54.676,17.701
29.92,166.53,203.39,1.3757,7.2861,2750.1,70.084,160.44,323.66,18.636,24.005,199.73,219.75,220.48,219.85,220.27,219.92,158.88,62.125,11.007,148.31,54.577,17.451
29.881,166.48,202.93,1.3287,7.3366,2748.2,66.168,156.47,322.57,17.032,24.99,195.8,216.14,216.4,215.99,216.23,216.17,154.88,58.375,11.05,148.19,54.511,17.159
30.83,178.01,206.79,1.464,7.9314,2922.7,100.17,170.14,335.36,28.058,28.659,232.32,252.02,252.2,253.59,252.2,253.2,171.5,91.125,11.403,157.64,55.619,19.285
32.336,176.7,206.17,1.4642,7.8457,2922.7,98.65,170.14,327.2,22.409,26.858,228.45,248.5,248.57,248.82,248.69,248.64,170.5,91.886,11.386,159.58,56.509,17.806
32.503,176.28,205.82,1.4642,7.9763,2923.6,96.406,170.17,326.26,21.53,27.35,226.57,246.54,245.43,246.65,246.62,246.49,170.5,91.875,11.413,159.28,56.561,18.252
30.54,176.32,255.26,1.3813,7.5615,2921.4,99.827,168.26,326.26,25.74,27.35,234.06,253.81,254.47,253.67,253.91,254.26,169.19,93.625,10.927,145.38,54.606,16.502
30.911,184.13,261.82,1.3813,7.8344,3043.2,99.812,168.97,326.78,27.504,27.22,233.62,253.33,253.5,253.74,253.5,253.57,172.25,93.5,11.293,151.25,55.408,17.09
31.394,183.59,261.89,1.3813,7.9305,3030.6,85.973,169.53,324.91,24.298,27.84,215.94,236.44,236.61,235.69,236.12,235.93,172.25,93.125,11.313,151.82,55.882,16.915
31.53,182.05,256.4,1.3813,7.7693,3011,96.39,170.69,322.15,24.964,25.984,226.51,246.27,246.36,246.68,246.47,247.16,172.25,93.125,11.262,151.47,55.961,16.91
31.439,181.19,256.36,1.3813,7.7693,3003.8,96.39,170.16,324.45,25.965,27.144,223.62,246.27,243.95,246.34,246.47,246.91,172.25,89.25,11.246,152.47,55.796,16.91
31.594,180.38,257.21,1.389,7.775,3004.2,96.532,169.61,325.11,27.489,24.451,227.27,246.42,247.29,246.34,246.53,246.91,172.13,90.274,11.247,152.84,55.619,17.051
31.975,179.09,254.84,1.389,7.6597,2948.3,76.372,145.74,326.84,24.135,26.165,206.22,226.38,226.83,225.89,226.51,225.77,147.75,69,11.266,153.56,55.868,16.532
31.92,178.56,255.71,1.389,7.719,2960.3,73.654,143.61,328.02,23.352,26.118,203.15,223.88,223.94,223.99,223.5,223.01,143.5,68.75,11.259,152.6,55.899,16.478
31.941,179.47,258.31,1.434,7.7396,2977.3,70.642,140.98,324.49,21.232,26.118,201.72,221.07,221.26,220.85,221.2,221.16,143.25,65.703,11.205,153.22,56.031,16.348
32.71,185.33,261.96,1.4417,7.982,3069.7,100.23,170.68,318.75,24.851,25.982,231.03,251.14,250.74,251.1,251.02,251.15,172.13,93.75,11.594,158.46,57.573,17.444
33.049,184.02,260.09,1.4417,7.8593,3050.8,99.801,169.87,329.35,25.088,25.319,234.74,254.31,255.16,253.28,254.11,253.94,172.13,97.375,11.65,160.5,57.587,17.166
32.989,183.5,257.01,1.4417,7.8702,3050.8,92.204,162.13,326.22,25.088,24.832,221.67,242,242.05,241.75,241.99,242.52,164,87.875,11.607,158.05,57.761,16.839
33.094,184.32,261.32,1.4487,7.937,3053.5,84.154,154.29,326.53,22.371,24.786,214.72,234.69,234.51,234.27,234.46,234.04,154.75,80.125,11.614,158.9,57.932,17.298
33.529,185.61,262.17,1.4487,7.9275,3081,90.093,160.12,320,20.769,24.087,219.33,240.12,239.71,238.94,239.77,239.68,162.25,83.625,11.704,159.74,58.373,17.272
34.274,185.21,214.7,1.4487,8.1936,3073.3,100.02,170.11,328.5,25.221,24.67,249.62,269.81,268.65,269.02,268.57,268.01,174.25,96.625,11.803,164.89,58.946,18.345
33.182,182.61,209.16,1.4944,7.9711,3066.9,100.09,168.97,325.05,24.83,24.691,247.9,268.02,267.98,267.38,267.98,267.88,174.25,97,11.553,157.55,57.577,18.144
33.011,184.25,213.18,1.4796,8.0584,3066.9,99.936,169.6,319.99,22.376,23.683,252.83,272.86,273.01,274.27,272.91,272.85,174.25,96.875,11.576,158.33,57.652,18.129
32.791,180.4,198.68,1.4796,7.8785,2988.1,99.939,170.28,326.5,23.589,24.983,248.97,269.04,269.81,268.79,269.39,269.98,174.25,95.625,11.41,158,56.888,17.803
32.684,178.5,202.45,1.4796,7.9012,2967.6,99.848,170.44,318.1,23.436,24.505,250.66,270.7,270.89,270.81,270.62,271.31,174.25,94.75,11.434,159.41,56.341,18.233
32.887,177.7,196.36,1.4796,7.9114,2945,99.819,169.99,323.08,23.251,25.364,244.02,264.38,264.24,264.24,263.97,263.95,174.25,94.875,11.433,158.29,56.341,18.013
32.545,179.75,200.21,1.4796,8.0477,2973.2,99.819,170.01,326.78,23.334,25.094,247.68,268.18,267.99,267.11,267.73,267.47,174.25,94.875,11.42,158.29,56.612,18.364
32.659,180.33,198.68,1.434,7.7832,2981.6,99.819,170.01,330.36,25.569,26.081,238.62,259.04,259.44,258.83,259.25,259.55,174.25,91.875,11.423,158.56,56.612,18.304
32.659,180.42,198.62,1.434,7.9508,2993.4,99.957,169.86,323.08,22.322,25.713,241.7,261.49,261.51,261.69,261.21,261.39,174.88,96.75,11.365,157.71,56.201,18.304
32.667,181.22,197.79,1.434,8.0619,2995,99.957,170.46,326.63,24.128,24.209,244.28,264.1,263.74,264.47,264.01,264.57,174.5,94.653,11.409,157.62,56.511,18.122
32.787,180.83,199.49,1.434,8.08,2985.9,99.981,169.42,322.05,23.88,24.209,246.21,266.49,266.28,267.33,266.94,267.04,175.25,94.5,11.42,157.69,56.478,18.023
32.456,179.39,199.32,1.4417,8.0064,2973.2,99.975,169,316.77,22.542,24.151,247.59,267.16,267.49,267.42,267.36,267.3,174.75,95,11.372,157.65,56.125,18.263
32.378,179.96,199.31,1.3961,7.9154,2995.4,100.32,169.09,316.54,21.798,24.752,242.39,262.19,261.85,261.95,262.23,261.93,171.41,95,11.395,158.3,56.242,18.202
32.491,180.55,199.31,1.4282,7.937,2995.4,98.69,169.09,323.05,21.764,23.854,228.79,249.03,249.08,248.4,249.14,249.3,170.75,95,11.425,158.1,56.242,17.6
32.286,179.44,199.35,1.4417,7.937,2994.8,99.333,169.56,322.25,21.764,24.233,229.3,249.26,248.56,248.4,249.53,249.47,171.25,91.25,11.413,158.1,56.223,17.694
34.488,203.92,273.94,1.5323,8.7712,3387.1,98.258,167.97,324.25,20.13,23.429,228.42,248.47,247.97,248.35,248.12,248.33,168.74,91.25,11.536,168.06,56.356,18.118
35.056,203.6,270.77,1.5323,8.6706,3361.7,92.984,162.92,322.62,19.968,23.551,222.84,242.57,242.81,242.49,242.86,242.51,162.13,86.375,11.536,169.14,56.902,17.787
35.313,201.51,271.11,1.5772,8.6,3343.1,82.975,151.96,324.88,19.968,24.57,212.91,233.08,232.52,233,233.18,232.07,154.13,77.319,11.531,170.82,56.945,17.426
36.308,205.01,271.36,1.5475,8.792,3416.2,100.22,170.52,319.24,20.544,24.227,241.77,261.83,262.17,261.65,261.79,261.58,170,92.125,11.935,178.08,58.516,18.53
36.798,205.93,271.85,1.6447,8.8051,3415.3,101.14,170,322.88,20.839,24.356,241.77,261.83,271.48,261.65,261.79,261.58,174,96.75,11.918,178.98,58.822,18.667
36.665,206.08,273.5,1.5997,8.812,3415.3,101.16,169.99,321.46,20.839,24.983,240.36,260.31,259.68,260.94,260.19,260.39,174,95.177,11.957,177.45,58.817,18.301
36.665,206.33,270.91,1.5997,8.9081,3433.3,99.855,169.95,321.01,22.004,25.654,247.2,267.17,268.35,267.92,267.21,267.2,174,96,11.957,177.81,58.817,18.395
36.674,207.05,271.63,1.6954,8.9146,3430.9,100.06,169.95,322.1,24.377,26.333,237.24,256.78,256.7,257.78,257.01,256.92,170,94.375,11.957,177.12,58.859,18.48
35.764,206.59,268.69,1.6447,8.9146,3423.6,70.834,139.98,322.1,16.637,26.803,200.1,220.37,221.09,220.65,220.47,219.71,139.82,91.25,11.949,168.29,57.308,18.343
35.619,206.59,268.69,1.6447,8.9705,3423.6,95.344,164.81,323.46,21.71,26.803,225.19,244.78,245.31,245.63,244.78,245.66,164.63,91.25,11.949,180.44,57.264,18.343
37.578,200.96,268.15,1.6376,8.6654,3339.7,96.137,166.21,337.71,26.899,26.752,226.84,247.24,246.68,247.28,246.87,246.93,164.88,91.125,12,181.27,59.228,18.538
37.763,202.84,268.44,1.6826,8.6651,3356,100.49,170.12,327.12,22.6,25.453,230.86,251.04,251.43,251.07,250.91,250.89,168.88,94.108,12.135,183.14,59.518,18.883
37.402,203.84,272.75,1.6908,8.7662,3393.2,99.964,170.12,324.42,20.992,25.265,232.01,251.85,252.31,251.93,251.95,251.46,168.63,92.25,12.071,183.87,59.097,18.768
37.422,206.53,270.46,1.7275,8.9026,3411.2,89.62,159.85,328.06,22.367,25.936,219.29,239.95,239.74,239.23,239.59,239.95,160.38,84.375,12.111,180.2,59.677,18.768
37.415,208.7,271.69,1.6826,8.8969,3447.3,94.386,164.15,326.99,22.431,25.76,224.83,244.25,243.87,244.11,243.85,243.73,164.63,88.208,12.146,181.44,59.587,18.857
37.188,208.39,273.84,1.6826,8.9779,3461.6,99.833,170.27,326.99,22.431,26.208,236.11,256.51,256.3,255.67,256.6,256.28,168.13,93.875,12.12,179.82,59.848,19.214
37.067,210.11,273,1.6826,9.089,3495.3,99.857,169.53,327.05,25.072,26.708,259.63,279.35,279.02,279.4,279.11,279.54,168.13,98.125,12.14,179.59,59.668,19.316
36.18,206.22,273.24,1.625,8.8596,3410.4,96.962,167.15,330.56,23.137,26.303,226.7,246.78,246.52,247.43,247.16,247.12,167.5,90,11.773,175.34,58.185,18.48
36.102,205.52,272.02,1.592,8.8323,3426.9,94.537,164.06,324.69,20.602,25.293,224.73,244.18,244.43,244.35,244.39,244.44,163.38,86.125,11.822,173.97,57.986,18.326
36.231,206.53,272.81,1.592,8.9735,3434,93.411,163.03,324.38,21.196,25.423,223.31,242.83,242.6,243.33,242.33,242.76,163.38,86.875,11.816,173.21,58.007,18.407
35.993,207.95,274.1,1.592,9.0128,3454.7,90.018,162.76,325.97,20.894,24.835,220.35,240.08,242.6,240.05,242.33,242.76,163.38,86.5,11.838,173.26,58.007,18.191
36.085,206.19,270.7,1.592,8.8204,3422.8,92.584,162.76,327.45,22.168,25.945,222.56,242.33,242.69,242.69,242.64,242.77,163.88,86.5,11.808,174.42,57.953,18.127
36.052,207.17,273.1,1.592,8.7939,3420.1,94.61,164.54,329.45,22.293,25.618,225.11,244.4,243.9,245.52,244.8,244.61,163.88,86.25,11.83,174.41,57.969,18.458
36.359,206.38,273.48,1.592,8.7953,3417.4,88.814,158.97,329.2,22.293,25.303,218.46,239.04,239.29,238.55,238.85,239.21,159.63,83.125,11.838,174.29,57.982,17.979
36.242,205.58,270.31,1.592,8.7953,3412.8,82.526,152.09,327.27,20.257,25.178,212.12,233.08,232.01,232.92,232.52,232.96,159.25,75,11.808,176.14,57.982,17.955
36.832,204.86,271.35,1.6324,8.7031,3394.4,86.172,155.7,322.71,20.257,25.374,216.08,235.88,236.14,236.14,236.14,236.04,159.25,79,11.929,178.12,58.546,17.964
37.097,207.86,272.76,1.6376,9.0275,3458.9,92.417,162.57,324.79,18.378,25.658,221.76,242.47,242.74,237.03,242.17,242.5,159.5,88.125,12.006,179.06,59.022,18.228
37.595,214.24,274.02,1.6376,9.1177,3539.7,87.91,157.62,321.23,20.313,24.364,217.51,237.63,237.82,237.03,237.92,237.73,159.5,81.375,12.181,181.69,59.133,18.61
34.584,192.06,261.83,1.6299,8.095,3185.7,78.508,148.43,330.11,20.313,23.039,209.08,228.66,228.89,229.32,228.75,228.39,147.25,72.5,12.181,168.06,59.133,18.432
35.103,197.68,267.54,1.5706,8.5594,3289.7,99.831,170.07,323.03,21.409,25.883,233.82,253.49,254.11,253.78,253.84,253.91,168.5,92.375,12.19,171.12,60.343,19.028
35.162,199.21,268.81,1.5393,8.4999,3299.7,99.912,168.47,324.94,23.042,23.663,229.97,249.26,248.86,249.06,249.33,249.11,167.88,92.875,12.215,170.08,60.49,19.126
35.61,198.99,268.81,1.5393,8.44,3284.9,94.254,154.36,320.7,19.567,25.395,214.41,234.4,234.52,234.55,234.34,234.16,155.25,89.25,12.22,172.04,60.49,18.582
35.469,196.42,269.28,1.5393,8.4532,3255.8,92.433,152.04,320.75,21.075,22.862,211.75,232.35,232.15,231.63,232.33,232.48,155.25,89.25,12.22,171.55,60.459,18.54
35.238,197.95,267.32,1.5393,8.4543,3276.6,96.269,156.53,320.75,20.965,23.608,216.93,236.27,236.72,237.12,237.02,236.58,155.54,85.375,12.214,170.96,60.407,18.507
35.107,198.01,266.38,1.5393,8.4858,3279.6,95.195,155.14,315.75,20.285,24.898,215.7,235.32,236.08,234.53,235.45,235.14,156,85.375,12.181,169.91,60.368,18.553
34.498,191.34,317.13,1.5772,8.1267,3137,94.791,164.51,325.54,18.102,18.688,224.56,244.56,243.06,245.65,244.91,244.79,166.2,84.375,11.861,166.29,59.255,18.174
